transaction_id,timestamp,customer_id,amount,category,hour,distance_from_home,days_since_last,fraud_review_status,is_fraud
1389,2024-01-17 14:36:00.220199981,1332,197.01,online,14,49.66,12.95,clean,0
1390,2024-01-17 15:06:43.157355455,374,14.21,grocery,15,8.59,3.75,clean,0
1391,2024-01-17 15:19:29.816948094,1086,81.44,grocery,15,5.77,30.0,clean,0
1392,2024-01-17 15:28:40.429550534,1559,16.76,online,15,0.35,0.18,pending,0
1393,2024-01-17 15:53:31.177832603,789,58.51,grocery,15,9.05,30.0,clean,0
1394,2024-01-17 16:20:04.654015166,326,31.56,electronics,16,77.43,5.81,clean,0
1395,2024-01-17 17:12:49.476987388,822,90.05,online,17,13.8,1.87,auto_approved,0
1396,2024-01-17 17:27:52.068198412,1524,26.74,gas,17,5.32,6.06,auto_approved,0
1397,2024-01-17 17:45:24.055671985,1869,17.2,online,17,19.22,30.0,clean,0
1398,2024-01-17 17:47:11.431076188,1232,42.82,online,17,9.45,2.96,clean,0
1399,2024-01-17 18:03:21.683031830,1342,22.59,grocery,18,10.51,11.28,clean,0
1400,2024-01-17 18:06:58.046529124,838,4.81,restaurant,18,4.31,30.0,clean,0
1401,2024-01-17 18:29:13.750061324,1858,18.15,grocery,18,12.04,6.82,auto_approved,0
1402,2024-01-17 18:31:58.884770625,1739,583.34,gas,18,19.22,30.0,clean,0
1403,2024-01-17 18:35:17.737991593,1944,5.36,gas,18,2.4,30.0,clean,0
1404,2024-01-17 18:36:55.276587552,1726,42.14,online,18,4.82,11.11,clean,0
1405,2024-01-17 19:12:38.247350792,1094,25.97,restaurant,19,22.67,4.67,clean,0
1406,2024-01-17 19:21:34.435820639,1920,207.77,travel,19,25.87,4.13,pending,0
1407,2024-01-17 19:39:22.646593817,1219,10.9,online,19,1.9,30.0,clean,0
1408,2024-01-17 19:42:01.377732266,1203,36.65,grocery,19,66.31,8.71,clean,0
1409,2024-01-17 19:43:03.567164144,1312,65.77,restaurant,19,4.01,9.03,clean,0
1410,2024-01-17 19:55:02.554737597,371,27.68,online,19,8.95,30.0,clean,0
1411,2024-01-17 20:10:40.942358646,1678,15.37,online,20,2.3,2.09,clean,0
1412,2024-01-17 20:14:22.863103672,725,32.39,online,20,4.51,4.81,clean,0
1413,2024-01-17 20:29:47.242177387,1318,24.3,online,20,13.86,30.0,clean,0
1414,2024-01-17 21:42:49.156235146,1688,24.23,restaurant,21,6.35,15.62,clean,0
1415,2024-01-17 21:45:56.454819749,229,83.99,online,21,8.14,30.0,clean,0
1416,2024-01-17 22:02:36.745232576,601,49.55,electronics,22,57.36,7.17,clean,0
1417,2024-01-17 22:09:31.045881751,1884,57.5,restaurant,22,36.9,4.88,clean,0
1418,2024-01-17 22:49:38.246194376,722,46.08,online,22,1.98,30.0,clean,0
1419,2024-01-17 22:54:47.121159059,1321,86.48,grocery,22,8.76,12.32,clean,0
1420,2024-01-17 23:03:13.347536166,1123,122.03,grocery,23,1.98,30.0,clean,0
1421,2024-01-17 23:05:20.260995882,1739,24.86,grocery,23,1.36,0.19,clean,0
1422,2024-01-17 23:12:47.062310278,1020,75.15,gas,23,3.78,1.22,auto_approved,0
1423,2024-01-17 23:19:19.594252146,849,9.06,grocery,23,9.25,0.69,clean,0
1424,2024-01-17 23:47:46.172681056,32,3.48,restaurant,23,4.58,14.57,pending,0
1425,2024-01-17 23:55:12.819943079,949,205.7,gas,23,7.04,12.86,pending,0
1426,2024-01-18 00:42:24.687320631,1170,23.73,grocery,0,5.22,10.23,clean,0
1427,2024-01-18 01:15:33.503229830,1377,42.63,online,1,2.07,15.51,auto_approved,0
1428,2024-01-18 01:29:44.582939802,1560,9.73,restaurant,1,6.91,30.0,clean,0
1429,2024-01-18 01:46:29.921674749,1552,9.29,gas,1,10.64,30.0,clean,0
1430,2024-01-18 02:04:38.006278385,918,16.23,electronics,2,1.05,8.07,clean,0
1431,2024-01-18 02:16:45.293443309,156,62.99,electronics,2,1.81,30.0,clean,0
1432,2024-01-18 02:36:19.055167516,508,19.76,electronics,2,7.49,30.0,clean,0
1433,2024-01-18 03:27:52.205031610,814,23.67,restaurant,3,13.97,13.98,clean,0
1434,2024-01-18 03:51:40.736951961,1957,15.73,travel,3,7.79,4.88,clean,0
1435,2024-01-18 03:54:10.801727672,1539,106.25,gas,3,2.53,30.0,auto_approved,0
1436,2024-01-18 04:06:38.071310687,1789,78.93,restaurant,4,17.84,30.0,clean,0
1437,2024-01-18 04:21:17.285039343,1984,20.41,grocery,4,24.36,30.0,clean,0
1438,2024-01-18 04:24:23.776920685,266,65.64,grocery,4,16.44,3.14,clean,0
1439,2024-01-18 04:42:02.365369828,23,25.91,electronics,4,19.71,30.0,auto_approved,0
1440,2024-01-18 04:49:32.158767030,1147,23.63,online,4,2.98,30.0,clean,0
1441,2024-01-18 04:50:53.527932494,529,31.51,grocery,4,1.61,14.61,clean,0
1442,2024-01-18 05:54:35.081970978,1737,63.01,grocery,5,5.72,0.87,clean,0
1443,2024-01-18 06:21:04.201044807,929,13.57,online,6,4.93,4.22,clean,0
1444,2024-01-18 06:25:29.306451368,18,54.73,travel,6,5.43,4.99,clean,0
1445,2024-01-18 06:27:25.360942492,445,402.55,electronics,6,9.49,30.0,clean,0
1446,2024-01-18 07:10:21.320016644,683,39.77,grocery,7,1.19,7.92,clean,0
1447,2024-01-18 08:01:12.110215825,53,34.32,grocery,8,0.14,2.22,clean,0
1448,2024-01-18 08:13:46.790163174,634,30.44,grocery,8,23.01,30.0,clean,0
1449,2024-01-18 08:24:21.065634479,1079,53.42,restaurant,8,18.32,3.73,clean,0
1450,2024-01-18 09:14:54.055588666,1786,6.62,online,9,8.89,30.0,clean,0
1451,2024-01-18 09:21:09.978307268,1298,181.47,restaurant,9,26.27,30.0,clean,0
1452,2024-01-18 09:32:58.904187975,186,88.34,online,9,12.28,30.0,clean,0
1453,2024-01-18 09:58:30.480367235,832,17.38,grocery,9,2.1,30.0,clean,0
1454,2024-01-18 10:23:04.941651056,1537,34.18,gas,10,4.04,30.0,clean,0
1455,2024-01-18 10:34:21.390003011,739,18.97,gas,10,17.82,1.75,clean,0
1456,2024-01-18 10:36:31.962327481,1126,44.67,restaurant,10,12.95,30.0,clean,0
1457,2024-01-18 11:16:41.351715981,1971,35.21,online,11,32.83,30.0,clean,0
1458,2024-01-18 11:19:16.313723653,275,41.62,electronics,11,3.67,3.76,auto_approved,0
1459,2024-01-18 11:40:22.489651671,955,11.84,grocery,11,6.13,30.0,pending,0
1460,2024-01-18 11:57:43.558033224,1219,20.46,electronics,11,0.07,0.68,clean,0
1461,2024-01-18 11:59:49.294027530,1596,104.17,grocery,11,2.49,30.0,clean,0
1462,2024-01-18 12:10:20.902669897,1673,19.42,gas,12,3.01,5.4,clean,0
1463,2024-01-18 12:17:41.200552672,574,2.35,grocery,12,12.31,30.0,clean,0
1464,2024-01-18 12:34:15.884681676,933,28.48,gas,12,0.27,11.44,pending,0
1465,2024-01-18 12:46:12.152290142,1660,369.26,grocery,12,25.83,3.84,clean,0
1466,2024-01-18 12:52:11.888589819,1677,77.39,grocery,12,23.64,3.7,clean,0
1467,2024-01-18 12:58:44.195789896,1647,18.46,online,12,11.04,30.0,clean,0
1468,2024-01-18 13:36:09.745892198,1335,31.48,restaurant,13,24.25,30.0,clean,0
1469,2024-01-18 13:44:10.257806764,535,65.36,restaurant,13,1.75,30.0,clean,0
1470,2024-01-18 14:01:56.067505522,736,5.72,travel,14,7.38,15.41,clean,0
1471,2024-01-18 14:03:17.497257137,1311,14.07,restaurant,14,14.61,30.0,clean,0
1472,2024-01-18 14:10:18.070103250,508,49.32,electronics,14,4.29,0.48,clean,0
1473,2024-01-18 14:16:28.745217609,1364,163.12,grocery,14,6.37,3.6,clean,0
1474,2024-01-18 14:37:13.841896941,1030,21.34,electronics,14,19.43,2.04,clean,0
1475,2024-01-18 14:58:03.202628319,885,158.7,online,14,15.55,30.0,clean,0
1476,2024-01-18 15:49:55.135687870,710,15.58,online,15,0.25,30.0,clean,0
1477,2024-01-18 16:19:25.137315718,1547,1.12,online,16,7.75,30.0,auto_approved,0
1478,2024-01-18 16:24:22.347328564,930,69.67,grocery,16,20.88,30.0,clean,0
1479,2024-01-18 16:35:12.285738554,613,56.85,grocery,16,0.25,30.0,clean,0
1480,2024-01-18 17:27:29.736425800,767,69.14,online,17,51.99,30.0,pending,0
1481,2024-01-18 17:29:35.499686737,968,66.49,restaurant,17,0.64,13.21,clean,0
1482,2024-01-18 17:31:47.718507610,1235,40.11,electronics,17,8.35,30.0,auto_approved,0
1483,2024-01-18 17:36:58.006517443,1980,25.56,grocery,17,21.06,4.44,clean,0
1484,2024-01-18 18:05:13.597143248,680,26.56,gas,18,9.78,16.86,clean,0
1485,2024-01-18 18:20:08.426023361,357,20.9,online,18,23.36,30.0,clean,0
1486,2024-01-18 19:30:15.447491161,1955,22.19,gas,19,0.57,2.01,clean,0
1487,2024-01-18 19:30:57.561570200,295,5.41,gas,19,6.55,30.0,clean,0
1488,2024-01-18 20:01:30.462518938,1807,9.83,gas,20,3.44,14.77,clean,0
1489,2024-01-18 20:17:50.836826093,284,28.12,restaurant,20,3.27,1.33,auto_approved,0
1490,2024-01-18 21:03:22.081093275,727,3.52,grocery,21,7.37,14.01,clean,0
1491,2024-01-18 21:39:01.618533660,1996,4.45,grocery,21,9.34,30.0,clean,0
1492,2024-01-18 21:46:33.088468579,331,23.71,grocery,21,1.46,30.0,clean,0
1493,2024-01-18 21:54:06.230213139,319,29.13,online,21,17.34,15.79,clean,0
1494,2024-01-18 22:11:51.253224987,1218,24.21,gas,22,6.27,30.0,clean,0
1495,2024-01-18 22:34:25.273003729,380,3.07,online,22,5.76,30.0,clean,0
1496,2024-01-18 22:35:37.715025466,48,156.4,electronics,22,16.13,30.0,clean,0
1497,2024-01-18 23:06:17.879389260,1389,1.83,gas,23,54.03,11.34,confirmed_fraud,1
1498,2024-01-18 23:11:58.207105699,1918,14.61,grocery,23,15.94,30.0,auto_approved,0
1499,2024-01-18 23:14:04.271309877,1518,9.38,grocery,23,1.51,30.0,clean,0
1500,2024-01-18 23:31:06.809353828,1928,121.39,electronics,23,3.34,30.0,clean,0
1501,2024-01-18 23:49:53.243220341,1054,50.47,online,23,0.17,30.0,clean,0
1502,2024-01-18 23:50:00.490378044,1228,20.63,travel,23,8.4,6.18,clean,0
1503,2024-01-19 00:04:06.728434581,1965,19.23,electronics,0,11.58,30.0,clean,0
1504,2024-01-19 00:06:50.347277443,1007,39.63,electronics,0,6.74,10.96,clean,0
1505,2024-01-19 00:22:23.244376298,77,9.52,electronics,0,7.35,30.0,auto_approved,0
1506,2024-01-19 01:18:27.191827891,477,48.46,gas,1,3.49,7.75,clean,0
1507,2024-01-19 01:43:23.042135460,1241,19.13,online,1,5.09,30.0,clean,0
1508,2024-01-19 01:43:46.962088752,1714,55.68,electronics,1,21.96,30.0,clean,0
1509,2024-01-19 01:52:47.789064442,1212,53.82,online,1,18.15,8.41,clean,0
1510,2024-01-19 01:56:17.392495674,811,18.29,restaurant,1,19.7,30.0,clean,0
1511,2024-01-19 02:08:35.515950538,642,19.38,electronics,2,73.94,4.28,confirmed_fraud,1
1512,2024-01-19 02:17:07.180461493,1366,25.87,online,2,55.72,30.0,clean,0
1513,2024-01-19 02:38:56.023255130,1798,7.77,restaurant,2,22.94,30.0,clean,0
1514,2024-01-19 02:51:36.786718781,556,35.82,online,2,11.64,30.0,clean,0
1515,2024-01-19 03:45:59.493054989,1105,25.62,gas,3,7.68,30.0,clean,0
1516,2024-01-19 04:47:29.332625281,854,29.66,grocery,4,65.1,30.0,confirmed_fraud,1
1517,2024-01-19 04:51:16.478263783,492,9.07,online,4,36.14,8.57,clean,0
1518,2024-01-19 05:11:20.368561323,810,108.5,electronics,5,22.71,15.93,clean,0
1519,2024-01-19 05:51:48.290977311,176,21.04,electronics,5,11.61,9.24,clean,0
1520,2024-01-19 06:27:17.828351089,1060,348.4,grocery,6,2.67,7.96,clean,0
1521,2024-01-19 06:39:31.880930130,214,34.29,travel,6,3.4,8.26,clean,0
1522,2024-01-19 06:42:03.330913745,948,47.07,grocery,6,15.24,30.0,clean,0
1523,2024-01-19 07:06:12.765087908,1794,34.44,online,7,18.85,3.36,clean,0
1524,2024-01-19 07:23:20.189361773,291,46.6,electronics,7,19.66,17.46,clean,0
1525,2024-01-19 07:44:51.307667850,500,98.76,electronics,7,20.92,30.0,clean,0
1526,2024-01-19 07:45:28.214205687,1442,99.91,online,7,23.85,4.22,clean,0
1527,2024-01-19 08:06:07.921693286,1814,5.66,online,8,21.14,3.71,auto_approved,0
1528,2024-01-19 08:17:10.002205851,1911,77.91,gas,8,2.12,9.12,clean,0
1529,2024-01-19 08:29:26.293030544,240,54.44,restaurant,8,9.34,13.23,clean,0
1530,2024-01-19 08:31:46.274923142,478,34.33,grocery,8,8.79,30.0,auto_approved,0
1531,2024-01-19 08:55:44.696329414,1967,183.56,grocery,8,18.27,6.84,clean,0
1532,2024-01-19 08:59:40.419703923,1011,191.09,travel,8,46.23,30.0,auto_approved,0
1533,2024-01-19 09:02:02.888667853,1666,81.83,grocery,9,18.5,30.0,clean,0
1534,2024-01-19 09:05:54.404519289,28,19.23,restaurant,9,30.19,2.94,auto_approved,0
1535,2024-01-19 09:27:31.794762754,232,10.05,online,9,1.88,30.0,clean,0
1536,2024-01-19 10:03:27.185319607,408,70.41,grocery,10,12.16,4.83,clean,0
1537,2024-01-19 10:08:32.787894670,172,128.96,grocery,10,18.43,4.42,clean,0
1538,2024-01-19 10:09:12.612662237,1781,4.36,grocery,10,0.38,30.0,clean,0
1539,2024-01-19 10:09:41.352654729,1606,98.13,grocery,10,8.5,6.63,clean,0
1540,2024-01-19 10:10:15.072422508,780,25.67,online,10,11.78,14.59,clean,0
1541,2024-01-19 10:18:15.324514340,156,5.42,online,10,0.97,1.33,clean,0
1542,2024-01-19 10:18:35.149564835,212,52.95,online,10,25.87,30.0,clean,0
1543,2024-01-19 10:22:23.799751480,524,82.22,travel,10,12.8,30.0,clean,0
1544,2024-01-19 10:24:18.537460661,1454,23.3,restaurant,10,4.98,14.68,clean,0
1545,2024-01-19 10:24:23.681351264,1602,11.5,restaurant,10,5.5,30.0,clean,0
1546,2024-01-19 10:45:27.377740313,1078,183.48,online,10,11.88,16.5,clean,0
1547,2024-01-19 11:24:54.424164831,1815,16.97,restaurant,11,36.21,2.16,clean,0
1548,2024-01-19 11:43:37.760950552,1856,105.58,grocery,11,12.72,5.79,auto_approved,0
1549,2024-01-19 12:04:11.066542098,1535,7.29,gas,12,6.56,30.0,clean,0
1550,2024-01-19 12:13:17.873881699,157,50.2,gas,12,11.2,30.0,clean,0
1551,2024-01-19 12:20:07.444286919,1779,48.79,restaurant,12,2.25,30.0,clean,0
1552,2024-01-19 12:21:13.453756336,1816,79.31,online,12,19.14,4.04,clean,0
1553,2024-01-19 12:23:40.955716792,1119,147.38,electronics,12,0.68,8.32,clean,0
1554,2024-01-19 12:43:40.629734519,1198,14.68,grocery,12,6.68,7.22,clean,0
1555,2024-01-19 12:44:18.576613573,1559,55.74,gas,12,23.57,1.89,clean,0
1556,2024-01-19 12:48:02.063656482,1184,8.44,grocery,12,10.79,30.0,clean,0
1557,2024-01-19 13:00:08.494162936,688,8.35,travel,13,8.12,30.0,pending,0
1558,2024-01-19 13:00:10.485629090,1393,18.57,online,13,20.88,30.0,clean,0
1559,2024-01-19 13:29:28.374060111,1570,49.87,online,13,39.74,5.53,clean,0
1560,2024-01-19 13:36:17.384924030,283,177.13,online,13,0.94,4.47,clean,0
1561,2024-01-19 14:00:34.217694171,1359,212.5,grocery,14,13.73,30.0,clean,0
1562,2024-01-19 14:18:38.520978081,346,23.22,restaurant,14,7.33,3.17,clean,0
1563,2024-01-19 14:21:26.326603596,1149,44.95,travel,14,26.19,30.0,clean,0
1564,2024-01-19 15:00:48.305629230,215,85.03,online,15,5.08,30.0,clean,0
1565,2024-01-19 15:11:33.662897804,1984,71.19,gas,15,41.74,1.45,clean,0
1566,2024-01-19 15:32:37.332459434,1335,27.95,restaurant,15,19.69,1.08,pending,0
1567,2024-01-19 15:33:03.739494134,939,35.73,restaurant,15,38.6,30.0,clean,0
1568,2024-01-19 15:40:18.136416924,1007,29.66,electronics,15,3.98,0.65,clean,0
1569,2024-01-19 15:52:34.647295240,1238,26.89,grocery,15,2.5,30.0,clean,0
1570,2024-01-19 15:58:18.853749594,249,23.54,electronics,15,4.85,30.0,clean,0
1571,2024-01-19 16:06:54.735849454,1019,16.61,electronics,16,81.67,30.0,pending,1
1572,2024-01-19 16:20:40.443793171,1431,22.07,gas,16,18.52,30.0,clean,0
1573,2024-01-19 16:34:55.532664439,521,10.64,restaurant,16,10.95,3.97,clean,0
1574,2024-01-19 16:59:44.566985186,958,78.46,gas,16,17.58,4.85,clean,0
1575,2024-01-19 17:18:14.550275621,660,55.49,grocery,17,43.51,5.18,pending,0
1576,2024-01-19 17:45:21.037644733,322,216.28,online,17,2.15,30.0,clean,0
1577,2024-01-19 17:55:34.265299622,1957,47.92,grocery,17,24.02,1.59,auto_approved,0
1578,2024-01-19 17:58:29.173838340,1185,21.82,grocery,17,4.23,4.53,clean,0
1579,2024-01-19 18:04:08.594749878,784,17.7,restaurant,18,9.2,8.81,clean,0
1580,2024-01-19 18:07:08.426091389,676,34.72,electronics,18,3.72,30.0,clean,0
1581,2024-01-19 18:28:01.193031435,1358,57.56,grocery,18,3.55,30.0,clean,0
1582,2024-01-19 18:30:54.089049931,216,25.93,grocery,18,21.84,30.0,clean,0
1583,2024-01-19 18:59:47.841429103,1134,7.61,grocery,18,1.27,15.67,clean,0
1584,2024-01-19 19:19:13.274769185,460,15.82,grocery,19,23.44,16.9,clean,0
1585,2024-01-19 19:30:32.916476907,1779,33.72,electronics,19,3.57,0.3,clean,0
1586,2024-01-19 19:37:36.907299760,1568,69.43,online,19,8.87,30.0,clean,0
1587,2024-01-19 20:03:37.590151233,1515,7.49,restaurant,20,7.98,3.11,clean,0
1588,2024-01-19 20:11:33.408805778,291,43.17,online,20,3.25,0.53,auto_approved,0
1589,2024-01-19 20:14:00.356360911,161,41.31,electronics,20,20.56,11.96,clean,0
1590,2024-01-19 20:27:12.527592285,916,21.08,online,20,1.86,2.52,clean,0
1591,2024-01-19 20:54:05.334259046,710,18.41,electronics,20,20.11,1.21,clean,0
1592,2024-01-19 21:09:08.178470159,1448,15.86,online,21,40.38,7.53,clean,0
1593,2024-01-19 21:26:56.806640706,1423,38.12,electronics,21,10.94,30.0,clean,0
1594,2024-01-19 21:33:02.385539891,794,102.19,online,21,3.28,30.0,clean,0
1595,2024-01-19 21:39:02.848893896,322,109.7,electronics,21,0.07,0.16,clean,0
1596,2024-01-19 21:40:02.002779627,648,10.76,gas,21,13.2,12.45,clean,0
1597,2024-01-19 21:53:32.489774944,1006,27.47,restaurant,21,1.76,17.25,auto_approved,0
1598,2024-01-19 21:55:17.572943996,507,3.69,online,21,12.18,30.0,clean,0
1599,2024-01-19 22:01:19.585009087,635,36.94,online,22,2.75,10.3,clean,0
1600,2024-01-19 22:44:09.366638720,481,60.2,online,22,12.81,30.0,clean,0
1601,2024-01-19 23:11:05.418320196,129,159.33,grocery,23,4.99,3.36,clean,0
1602,2024-01-19 23:19:59.347767554,1202,5.55,electronics,23,11.98,30.0,clean,0
1603,2024-01-19 23:31:24.410344522,1994,1.25,online,23,17.88,5.69,confirmed_fraud,1
1604,2024-01-19 23:45:37.875986552,1903,38.25,grocery,23,18.0,30.0,clean,0
1605,2024-01-19 23:54:03.174461911,1858,6.56,restaurant,23,0.53,2.23,clean,0
1606,2024-01-20 00:13:53.381026562,1317,39.34,restaurant,0,14.2,13.79,clean,0
1607,2024-01-20 00:33:59.341910544,1495,61.74,grocery,0,18.94,16.66,clean,0
1608,2024-01-20 01:11:45.279459305,128,9.2,gas,1,45.06,10.43,auto_approved,0
1609,2024-01-20 02:07:35.954051543,402,37.81,online,2,5.25,30.0,clean,0
1610,2024-01-20 02:15:32.801834022,1412,9.85,travel,2,11.35,30.0,auto_approved,0
1611,2024-01-20 03:20:24.168016556,1977,131.03,gas,3,0.92,5.57,clean,0
1612,2024-01-20 03:25:44.146633514,1816,40.72,gas,3,3.2,0.63,clean,0
1613,2024-01-20 04:02:48.432312249,1261,17.46,restaurant,4,5.97,13.4,clean,0
1614,2024-01-20 04:24:17.260629496,217,9.6,grocery,4,1.18,11.35,clean,0
1615,2024-01-20 04:31:57.846760991,1932,48.87,electronics,4,59.46,30.0,clean,0
1616,2024-01-20 04:35:29.272491896,635,128.76,restaurant,4,3.7,0.27,clean,0
1617,2024-01-20 04:55:43.730978213,85,15.31,electronics,4,0.35,17.51,clean,0
1618,2024-01-20 05:18:40.233600865,1536,21.34,gas,5,10.95,30.0,clean,0
1619,2024-01-20 05:35:05.074538292,346,15.61,grocery,5,15.38,0.64,clean,0
1620,2024-01-20 05:41:55.075016052,603,156.88,online,5,0.32,14.91,auto_approved,0
1621,2024-01-20 05:46:25.679407656,1354,4.91,grocery,5,5.51,3.35,clean,0
1622,2024-01-20 05:55:16.511934287,1930,119.77,gas,5,7.53,30.0,clean,0
1623,2024-01-20 05:56:34.074821443,1814,22.71,online,5,0.6,0.91,pending,0
1624,2024-01-20 06:08:17.623163608,327,30.83,online,6,19.06,5.97,clean,0
1625,2024-01-20 06:11:42.293122669,351,23.56,gas,6,10.98,15.73,clean,0
1626,2024-01-20 06:29:39.624880437,1618,42.08,gas,6,28.24,3.75,clean,0
1627,2024-01-20 06:35:36.929225277,634,15.96,grocery,6,1.33,1.93,clean,0
1628,2024-01-20 06:45:55.048321913,155,95.43,restaurant,6,6.71,30.0,clean,0
1629,2024-01-20 06:53:57.682866321,1176,99.38,gas,6,18.69,30.0,clean,0
1630,2024-01-20 07:00:49.929319694,1314,12.39,restaurant,7,22.5,30.0,clean,0
1631,2024-01-20 07:04:33.215158087,1999,64.55,restaurant,7,15.02,12.31,clean,0
1632,2024-01-20 07:10:47.724408163,972,23.19,restaurant,7,27.34,30.0,clean,0
1633,2024-01-20 07:31:42.887693089,1599,34.87,electronics,7,6.23,30.0,clean,0
1634,2024-01-20 07:48:41.639477137,1068,152.19,electronics,7,3.76,30.0,clean,0
1635,2024-01-20 07:55:50.134445953,1847,16.88,grocery,7,7.13,15.63,clean,0
1636,2024-01-20 08:14:01.174629440,974,83.64,gas,8,39.74,30.0,clean,0
1637,2024-01-20 08:24:42.123648749,1350,52.31,restaurant,8,13.8,10.47,clean,0
1638,2024-01-20 08:27:45.805020383,1926,27.28,restaurant,8,24.69,30.0,clean,0
1639,2024-01-20 09:10:59.388594601,1754,47.82,grocery,9,11.43,30.0,auto_approved,0
1640,2024-01-20 09:15:57.931845977,802,42.45,electronics,9,4.5,30.0,clean,0
1641,2024-01-20 09:20:47.177483939,1014,10.4,electronics,9,12.25,11.46,clean,0
1642,2024-01-20 09:56:00.522390211,1185,18.05,electronics,9,8.21,0.66,clean,0
1643,2024-01-20 10:04:06.647260051,248,11.64,grocery,10,19.26,15.61,clean,0
1644,2024-01-20 10:11:01.530998785,466,25.11,online,10,0.36,15.1,pending,0
1645,2024-01-20 10:22:36.111827144,1419,127.11,online,10,3.04,10.2,clean,0
1646,2024-01-20 10:23:30.200348176,143,59.21,gas,10,26.54,14.61,clean,0
1647,2024-01-20 11:04:41.565497159,1202,7.9,grocery,11,8.99,0.49,clean,0
1648,2024-01-20 11:05:21.413373380,969,25.19,grocery,11,1.97,30.0,clean,0
1649,2024-01-20 11:30:02.410028538,970,41.83,electronics,11,28.44,14.69,clean,0
1650,2024-01-20 11:37:33.236678390,1691,69.69,online,11,3.7,15.74,clean,0
1651,2024-01-20 12:04:32.191327749,549,17.27,online,12,42.79,30.0,clean,0
1652,2024-01-20 12:05:44.095432878,1581,9.61,gas,12,3.93,6.32,clean,0
1653,2024-01-20 12:42:04.463936200,1568,31.3,electronics,12,16.11,0.71,auto_approved,0
1654,2024-01-20 12:43:09.089700911,1985,58.5,electronics,12,1.83,17.79,clean,0
1655,2024-01-20 12:53:44.978598555,1640,41.88,restaurant,12,14.74,30.0,clean,0
1656,2024-01-20 13:00:00.319775543,1013,13.67,gas,13,12.33,6.5,clean,0
1657,2024-01-20 13:01:36.723284339,728,191.45,grocery,13,34.72,30.0,pending,0
1658,2024-01-20 13:04:11.717749625,1562,30.0,online,13,1.85,5.13,clean,0
1659,2024-01-20 13:19:00.724322772,1855,124.46,travel,13,126.69,12.59,confirmed_fraud,1
1660,2024-01-20 13:34:47.205606102,561,17.08,electronics,13,9.36,30.0,clean,0
1661,2024-01-20 13:57:11.132441041,739,100.13,grocery,13,10.83,2.14,clean,0
1662,2024-01-20 14:02:06.907154017,994,58.67,gas,14,5.58,16.2,auto_approved,0
1663,2024-01-20 14:34:05.147149544,215,45.36,gas,14,28.15,0.98,clean,0
1664,2024-01-20 14:38:23.075937446,628,10.47,gas,14,0.93,3.49,clean,0
1665,2024-01-20 14:40:34.859402721,333,98.89,restaurant,14,12.67,6.22,clean,0
1666,2024-01-20 15:06:05.068098420,1544,70.59,online,15,8.72,30.0,clean,0
1667,2024-01-20 15:27:53.341827525,989,91.37,electronics,15,19.23,4.05,clean,0
1668,2024-01-20 15:36:13.522550011,1207,34.36,grocery,15,16.81,18.33,clean,0
1669,2024-01-20 17:02:59.119052236,159,30.73,gas,17,2.56,30.0,clean,0
1670,2024-01-20 17:24:38.630384632,1146,27.6,online,17,5.38,30.0,clean,0
1671,2024-01-20 18:04:13.852690364,1436,323.43,travel,18,28.46,17.11,auto_approved,0
1672,2024-01-20 18:21:13.264609280,1378,19.25,travel,18,2.36,30.0,auto_approved,0
1673,2024-01-20 18:57:22.956454105,1590,10.11,electronics,18,35.24,4.8,clean,0
1674,2024-01-20 19:25:34.946446438,228,22.8,online,19,2.92,13.64,clean,0
1675,2024-01-20 20:04:43.769669038,1098,19.43,grocery,20,0.57,30.0,auto_approved,0
1676,2024-01-20 20:05:47.800672075,964,116.73,restaurant,20,11.01,13.94,clean,0
1677,2024-01-20 20:11:57.365857455,1786,8.53,electronics,20,25.17,2.46,clean,0
1678,2024-01-20 20:31:25.510144566,1381,18.89,gas,20,47.74,30.0,pending,0
1679,2024-01-20 20:36:17.070607844,1908,40.07,grocery,20,9.94,30.0,clean,0
1680,2024-01-20 20:43:50.608018873,50,117.72,grocery,20,26.83,30.0,clean,0
1681,2024-01-20 20:43:52.901319364,895,67.57,restaurant,20,5.82,6.87,clean,0
1682,2024-01-20 20:58:38.927842874,1406,167.17,online,20,4.8,4.22,clean,0
1683,2024-01-20 21:01:23.783935997,178,46.8,grocery,21,32.27,12.88,auto_approved,0
1684,2024-01-20 21:22:06.552861511,1302,27.01,grocery,21,25.18,30.0,clean,0
1685,2024-01-20 21:41:38.996171619,462,77.91,restaurant,21,2.19,5.03,clean,0
1686,2024-01-20 21:48:42.406143901,148,8.44,online,21,53.35,10.31,clean,0
1687,2024-01-20 22:03:34.506297499,1315,5.99,grocery,22,8.59,11.15,pending,0
1688,2024-01-20 22:15:37.372868073,852,87.91,online,22,25.35,3.64,auto_approved,0
1689,2024-01-20 22:18:55.262406325,811,40.88,grocery,22,7.49,1.85,auto_approved,0
1690,2024-01-20 22:22:17.373658272,650,86.83,grocery,22,3.88,30.0,clean,0
1691,2024-01-20 22:34:12.514737412,1370,14.12,gas,22,31.71,7.25,clean,0
1692,2024-01-20 23:54:43.530919223,1237,119.68,gas,23,48.83,19.1,clean,0
1693,2024-01-21 00:22:33.512925183,1333,64.74,grocery,0,10.42,30.0,clean,0
1694,2024-01-21 00:35:19.767063351,1575,32.1,grocery,0,4.53,6.16,clean,0
